zona_climatica;suris_range;volris_range;supdi_range;EPgl_nren;EPgl_ren;CO2
F;50-100;5000-10000;50-100;0.0;0.0;0.0
F;50-100;5000-10000;100-200;0.0;0.0;0.0
F;50-100;5000-10000;200-500;0.0;0.0;0.0
F;50-100;5000-10000;500-1000;0.0;0.0;0.0
F;50-100;5000-10000;1000-5000;0.0;0.0;0.0
F;50-100;5000-10000;>5000;0.0;0.0;0.0
F;50-100;>10000;<50;0.0;0.0;0.0
F;50-100;>10000;50-100;0.0;0.0;0.0
F;50-100;>10000;100-200;0.0;0.0;0.0
F;50-100;>10000;200-500;0.0;0.0;0.0
F;50-100;>10000;500-1000;0.0;0.0;0.0
F;50-100;>10000;1000-5000;0.0;0.0;0.0
F;50-100;>10000;>5000;0.0;0.0;0.0
F;100-200;<50;<50;0.0;0.0;0.0
F;100-200;<50;50-100;0.0;0.0;0.0
F;100-200;<50;100-200;0.0;0.0;0.0
F;100-200;<50;200-500;0.0;0.0;0.0
F;100-200;<50;500-1000;0.0;0.0;0.0
F;100-200;<50;1000-5000;0.0;0.0;0.0
F;100-200;<50;>5000;0.0;0.0;0.0
F;100-200;50-100;<50;594.17;15.19;121.1
F;100-200;50-100;50-100;273.83;0.75;60.6
F;100-200;50-100;100-200;194.76;0.0;38.12
F;100-200;50-100;200-500;203.27;30.64;39.8
F;100-200;50-100;500-1000;262.17;11.54;55.45
F;100-200;50-100;1000-5000;0.0;0.0;0.0
F;100-200;50-100;>5000;0.0;0.0;0.0
F;100-200;100-200;<50;258.6;2.81;53.14
F;100-200;100-200;50-100;251.09;1.36;49.96
F;100-200;100-200;100-200;226.41;4.92;47.1
F;100-200;100-200;200-500;275.0;23.77;56.2
F;100-200;100-200;500-1000;409.97;4.17;79.25
F;100-200;100-200;1000-5000;0.0;0.0;0.0
F;100-200;100-200;>5000;0.0;0.0;0.0
F;100-200;200-500;<50;154.63;6.54;31.04
F;100-200;200-500;50-100;136.5;12.54;28.91
F;100-200;200-500;100-200;174.45;20.05;37.31
F;100-200;200-500;200-500;243.05;37.95;51.25
F;100-200;200-500;500-1000;290.24;47.28;60.56
F;100-200;200-500;1000-5000;280.23;38.92;51.84
F;100-200;200-500;>5000;0.0;0.0;0.0
F;100-200;500-1000;<50;178.77;18.66;39.97
F;100-200;500-1000;50-100;134.79;4.11;28.69
F;100-200;500-1000;100-200;169.19;21.0;35.52
F;100-200;500-1000;200-500;214.13;41.71;45.07
F;100-200;500-1000;500-1000;212.59;57.95;44.84
F;100-200;500-1000;1000-5000;256.75;76.71;51.83
F;100-200;500-1000;>5000;0.0;0.0;0.0
F;100-200;1000-5000;<50;0.0;0.0;0.0
F;100-200;1000-5000;50-100;0.0;0.0;0.0
F;100-200;1000-5000;100-200;130.6;76.1;26.79
F;100-200;1000-5000;200-500;286.84;30.83;61.96
F;100-200;1000-5000;500-1000;188.92;63.25;40.88
F;100-200;1000-5000;1000-5000;292.84;87.83;59.62
F;100-200;1000-5000;>5000;0.0;0.0;0.0
F;100-200;5000-10000;<50;0.0;0.0;0.0
F;100-200;5000-10000;50-100;0.0;0.0;0.0
F;100-200;5000-10000;100-200;0.0;0.0;0.0
F;100-200;5000-10000;200-500;0.0;0.0;0.0
F;100-200;5000-10000;500-1000;0.0;0.0;0.0
F;100-200;5000-10000;1000-5000;0.0;0.0;0.0
F;100-200;5000-10000;>5000;0.0;0.0;0.0
F;100-200;>10000;<50;0.0;0.0;0.0
F;100-200;>10000;50-100;0.0;0.0;0.0
F;100-200;>10000;100-200;0.0;0.0;0.0
F;100-200;>10000;200-500;0.0;0.0;0.0
F;100-200;>10000;500-1000;0.0;0.0;0.0
F;100-200;>10000;1000-5000;0.0;0.0;0.0
F;100-200;>10000;>5000;0.0;0.0;0.0
F;200-500;<50;<50;0.0;0.0;0.0
F;200-500;<50;50-100;0.0;0.0;0.0
F;200-500;<50;100-200;0.0;0.0;0.0
F;200-500;<50;200-500;0.0;0.0;0.0
F;200-500;<50;500-1000;0.0;0.0;0.0
F;200-500;<50;1000-5000;0.0;0.0;0.0
F;200-500;<50;>5000;0.0;0.0;0.0
F;200-500;50-100;<50;0.0;0.0;0.0
F;200-500;50-100;50-100;0.0;0.0;0.0
F;200-500;50-100;100-200;0.0;0.0;0.0
F;200-500;50-100;200-500;225.15;0.42;55.55
F;200-500;50-100;500-1000;0.0;0.0;0.0
F;200-500;50-100;1000-5000;0.0;0.0;0.0
F;200-500;50-100;>5000;0.0;0.0;0.0
F;200-500;100-200;<50;0.0;0.0;0.0
F;200-500;100-200;50-100;112.11;3.65;23.46
F;200-500;100-200;100-200;91.33;1.16;18.44
F;200-500;100-200;200-500;193.05;2.64;42.81
F;200-500;100-200;500-1000;448.49;1.5;110.59
F;200-500;100-200;1000-5000;0.0;0.0;0.0
F;200-500;100-200;>5000;0.0;0.0;0.0
F;200-500;200-500;<50;0.0;0.0;0.0
F;200-500;200-500;50-100;242.17;1.18;48.55
F;200-500;200-500;100-200;260.24;1.21;53.87
F;200-500;200-500;200-500;205.83;50.85;42.81
F;200-500;200-500;500-1000;154.86;30.41;33.33
F;200-500;200-500;1000-5000;0.0;0.0;0.0
F;200-500;200-500;>5000;0.0;0.0;0.0
F;200-500;500-1000;<50;92.95;17.88;26.68
F;200-500;500-1000;50-100;117.1;2.91;25.7
F;200-500;500-1000;100-200;146.78;19.87;30.41
F;200-500;500-1000;200-500;194.99;30.22;41.12
F;200-500;500-1000;500-1000;208.68;44.89;44.73
F;200-500;500-1000;1000-5000;289.38;49.21;66.17
F;200-500;500-1000;>5000;0.0;0.0;0.0
F;200-500;1000-5000;<50;82.13;5.47;16.89
F;200-500;1000-5000;50-100;52.53;10.7;9.57
F;200-500;1000-5000;100-200;127.88;29.81;26.99
F;200-500;1000-5000;200-500;172.34;29.34;36.55
F;200-500;1000-5000;500-1000;185.22;43.76;39.93
F;200-500;1000-5000;1000-5000;190.41;44.21;41.42
F;200-500;1000-5000;>5000;0.0;0.0;0.0
F;200-500;5000-10000;<50;0.0;0.0;0.0
F;200-500;5000-10000;50-100;0.0;0.0;0.0
F;200-500;5000-10000;100-200;0.0;0.0;0.0
F;200-500;5000-10000;200-500;0.0;0.0;0.0
F;200-500;5000-10000;500-1000;0.0;0.0;0.0
F;200-500;5000-10000;1000-5000;0.0;0.0;0.0
F;200-500;5000-10000;>5000;0.0;0.0;0.0
F;200-500;>10000;<50;0.0;0.0;0.0
F;200-500;>10000;50-100;0.0;0.0;0.0
F;200-500;>10000;100-200;0.0;0.0;0.0
F;200-500;>10000;200-500;0.0;0.0;0.0
F;200-500;>10000;500-1000;0.0;0.0;0.0
F;200-500;>10000;1000-5000;0.0;0.0;0.0
F;200-500;>10000;>5000;0.0;0.0;0.0
F;500-1000;<50;<50;0.0;0.0;0.0
F;500-1000;<50;50-100;0.0;0.0;0.0
F;500-1000;<50;100-200;0.0;0.0;0.0
F;500-1000;<50;200-500;0.0;0.0;0.0
F;500-1000;<50;500-1000;0.0;0.0;0.0
F;500-1000;<50;1000-5000;0.0;0.0;0.0
F;500-1000;<50;>5000;0.0;0.0;0.0
F;500-1000;50-100;<50;0.0;0.0;0.0
F;500-1000;50-100;50-100;0.0;0.0;0.0
F;500-1000;50-100;100-200;0.0;0.0;0.0
F;500-1000;50-100;200-500;0.0;0.0;0.0
F;500-1000;50-100;500-1000;200.73;6.52;38.56
F;500-1000;50-100;1000-5000;0.0;0.0;0.0
F;500-1000;50-100;>5000;0.0;0.0;0.0
F;500-1000;100-200;<50;0.0;0.0;0.0
F;500-1000;100-200;50-100;0.0;0.0;0.0
F;500-1000;100-200;100-200;266.5;1.82;50.95
F;500-1000;100-200;200-500;0.0;0.0;0.0
F;500-1000;100-200;500-1000;0.0;0.0;0.0
F;500-1000;100-200;1000-5000;0.0;0.0;0.0
F;500-1000;100-200;>5000;0.0;0.0;0.0
F;500-1000;200-500;<50;0.0;0.0;0.0
F;500-1000;200-500;50-100;0.0;0.0;0.0
F;500-1000;200-500;100-200;180.74;0.7;68.33
F;500-1000;200-500;200-500;315.13;0.0;64.29
F;500-1000;200-500;500-1000;0.0;0.0;0.0
F;500-1000;200-500;1000-5000;0.0;0.0;0.0
F;500-1000;200-500;>5000;0.0;0.0;0.0
F;500-1000;500-1000;<50;0.0;0.0;0.0
F;500-1000;500-1000;50-100;0.0;0.0;0.0
F;500-1000;500-1000;100-200;0.0;0.0;0.0
F;500-1000;500-1000;200-500;345.25;1.73;80.26
F;500-1000;500-1000;500-1000;286.2;0.76;70.58
F;500-1000;500-1000;1000-5000;0.0;0.0;0.0
F;500-1000;500-1000;>5000;0.0;0.0;0.0
F;500-1000;1000-5000;<50;0.0;0.0;0.0
F;500-1000;1000-5000;50-100;0.0;0.0;0.0
F;500-1000;1000-5000;100-200;114.41;0.1;23.1
F;500-1000;1000-5000;200-500;119.02;10.35;27.49
F;500-1000;1000-5000;500-1000;155.03;36.03;37.03
F;500-1000;1000-5000;1000-5000;189.63;24.82;42.35
F;500-1000;1000-5000;>5000;0.0;0.0;0.0
F;500-1000;5000-10000;<50;0.0;0.0;0.0
F;500-1000;5000-10000;50-100;0.0;0.0;0.0
F;500-1000;5000-10000;100-200;0.0;0.0;0.0
F;500-1000;5000-10000;200-500;0.0;0.0;0.0
F;500-1000;5000-10000;500-1000;0.0;0.0;0.0
F;500-1000;5000-10000;1000-5000;0.0;0.0;0.0
F;500-1000;5000-10000;>5000;0.0;0.0;0.0
F;500-1000;>10000;<50;0.0;0.0;0.0
F;500-1000;>10000;50-100;0.0;0.0;0.0
F;500-1000;>10000;100-200;0.0;0.0;0.0
F;500-1000;>10000;200-500;0.0;0.0;0.0
F;500-1000;>10000;500-1000;0.0;0.0;0.0
F;500-1000;>10000;1000-5000;0.0;0.0;0.0
F;500-1000;>10000;>5000;0.0;0.0;0.0
F;1000-5000;<50;<50;0.0;0.0;0.0
F;1000-5000;<50;50-100;0.0;0.0;0.0
F;1000-5000;<50;100-200;0.0;0.0;0.0
F;1000-5000;<50;200-500;0.0;0.0;0.0
F;1000-5000;<50;500-1000;0.0;0.0;0.0
F;1000-5000;<50;1000-5000;0.0;0.0;0.0
F;1000-5000;<50;>5000;0.0;0.0;0.0
F;1000-5000;50-100;<50;0.0;0.0;0.0
F;1000-5000;50-100;50-100;0.0;0.0;0.0
F;1000-5000;50-100;100-200;0.0;0.0;0.0
F;1000-5000;50-100;200-500;0.0;0.0;0.0
F;1000-5000;50-100;500-1000;0.0;0.0;0.0
F;1000-5000;50-100;1000-5000;0.0;0.0;0.0
F;1000-5000;50-100;>5000;0.0;0.0;0.0
F;1000-5000;100-200;<50;0.0;0.0;0.0
F;1000-5000;100-200;50-100;0.0;0.0;0.0
F;1000-5000;100-200;100-200;0.0;0.0;0.0
F;1000-5000;100-200;200-500;0.0;0.0;0.0
F;1000-5000;100-200;500-1000;0.0;0.0;0.0
F;1000-5000;100-200;1000-5000;0.0;0.0;0.0
F;1000-5000;100-200;>5000;0.0;0.0;0.0
F;1000-5000;200-500;<50;0.0;0.0;0.0
F;1000-5000;200-500;50-100;0.0;0.0;0.0
F;1000-5000;200-500;100-200;0.0;0.0;0.0
F;1000-5000;200-500;200-500;0.0;0.0;0.0
F;1000-5000;200-500;500-1000;0.0;0.0;0.0
F;1000-5000;200-500;1000-5000;0.0;0.0;0.0
F;1000-5000;200-500;>5000;0.0;0.0;0.0
F;1000-5000;500-1000;<50;0.0;0.0;0.0
F;1000-5000;500-1000;50-100;0.0;0.0;0.0
F;1000-5000;500-1000;100-200;0.0;0.0;0.0
F;1000-5000;500-1000;200-500;0.0;0.0;0.0
F;1000-5000;500-1000;500-1000;0.0;0.0;0.0
F;1000-5000;500-1000;1000-5000;0.0;0.0;0.0
F;1000-5000;500-1000;>5000;0.0;0.0;0.0
F;1000-5000;1000-5000;<50;0.0;0.0;0.0
F;1000-5000;1000-5000;50-100;0.0;0.0;0.0
F;1000-5000;1000-5000;100-200;0.0;0.0;0.0
F;1000-5000;1000-5000;200-500;0.0;0.0;0.0
F;1000-5000;1000-5000;500-1000;0.0;0.0;0.0
F;1000-5000;1000-5000;1000-5000;0.0;0.0;0.0
F;1000-5000;1000-5000;>5000;0.0;0.0;0.0
F;1000-5000;5000-10000;<50;0.0;0.0;0.0
F;1000-5000;5000-10000;50-100;0.0;0.0;0.0
F;1000-5000;5000-10000;100-200;0.0;0.0;0.0
F;1000-5000;5000-10000;200-500;0.0;0.0;0.0
F;1000-5000;5000-10000;500-1000;0.0;0.0;0.0
F;1000-5000;5000-10000;1000-5000;0.0;0.0;0.0
F;1000-5000;5000-10000;>5000;0.0;0.0;0.0
F;1000-5000;>10000;<50;0.0;0.0;0.0
F;1000-5000;>10000;50-100;0.0;0.0;0.0
F;1000-5000;>10000;100-200;0.0;0.0;0.0
F;1000-5000;>10000;200-500;0.0;0.0;0.0
F;1000-5000;>10000;500-1000;0.0;0.0;0.0
F;1000-5000;>10000;1000-5000;0.0;0.0;0.0
F;1000-5000;>10000;>5000;0.0;0.0;0.0
F;>5000;<50;<50;0.0;0.0;0.0
F;>5000;<50;50-100;0.0;0.0;0.0
F;>5000;<50;100-200;0.0;0.0;0.0
F;>5000;<50;200-500;0.0;0.0;0.0
F;>5000;<50;500-1000;0.0;0.0;0.0
F;>5000;<50;1000-5000;0.0;0.0;0.0
F;>5000;<50;>5000;0.0;0.0;0.0
F;>5000;50-100;<50;0.0;0.0;0.0
F;>5000;50-100;50-100;0.0;0.0;0.0
F;>5000;50-100;100-200;0.0;0.0;0.0
F;>5000;50-100;200-500;0.0;0.0;0.0
F;>5000;50-100;500-1000;0.0;0.0;0.0
F;>5000;50-100;1000-5000;0.0;0.0;0.0
F;>5000;50-100;>5000;0.0;0.0;0.0
F;>5000;100-200;<50;0.0;0.0;0.0
F;>5000;100-200;50-100;0.0;0.0;0.0
F;>5000;100-200;100-200;0.0;0.0;0.0
F;>5000;100-200;200-500;0.0;0.0;0.0
F;>5000;100-200;500-1000;0.0;0.0;0.0
F;>5000;100-200;1000-5000;0.0;0.0;0.0
F;>5000;100-200;>5000;0.0;0.0;0.0
F;>5000;200-500;<50;0.0;0.0;0.0
F;>5000;200-500;50-100;0.0;0.0;0.0
F;>5000;200-500;100-200;0.0;0.0;0.0
F;>5000;200-500;200-500;0.0;0.0;0.0
F;>5000;200-500;500-1000;0.0;0.0;0.0
F;>5000;200-500;1000-5000;0.0;0.0;0.0
F;>5000;200-500;>5000;0.0;0.0;0.0
F;>5000;500-1000;<50;0.0;0.0;0.0
F;>5000;500-1000;50-100;0.0;0.0;0.0
F;>5000;500-1000;100-200;0.0;0.0;0.0
F;>5000;500-1000;200-500;0.0;0.0;0.0
F;>5000;500-1000;500-1000;0.0;0.0;0.0
F;>5000;500-1000;1000-5000;0.0;0.0;0.0
F;>5000;500-1000;>5000;0.0;0.0;0.0
F;>5000;1000-5000;<50;0.0;0.0;0.0
F;>5000;1000-5000;50-100;0.0;0.0;0.0
F;>5000;1000-5000;100-200;0.0;0.0;0.0
F;>5000;1000-5000;200-500;0.0;0.0;0.0
F;>5000;1000-5000;500-1000;0.0;0.0;0.0
F;>5000;1000-5000;1000-5000;0.0;0.0;0.0
F;>5000;1000-5000;>5000;0.0;0.0;0.0
F;>5000;5000-10000;<50;0.0;0.0;0.0
F;>5000;5000-10000;50-100;0.0;0.0;0.0
F;>5000;5000-10000;100-200;0.0;0.0;0.0
F;>5000;5000-10000;200-500;0.0;0.0;0.0
F;>5000;5000-10000;500-1000;0.0;0.0;0.0
F;>5000;5000-10000;1000-5000;0.0;0.0;0.0
F;>5000;5000-10000;>5000;0.0;0.0;0.0
F;>5000;>10000;<50;0.0;0.0;0.0
F;>5000;>10000;50-100;0.0;0.0;0.0
F;>5000;>10000;100-200;0.0;0.0;0.0
F;>5000;>10000;200-500;0.0;0.0;0.0
F;>5000;>10000;500-1000;0.0;0.0;0.0
F;>5000;>10000;1000-5000;0.0;0.0;0.0
F;>5000;>10000;>5000;0.0;0.0;0.0
